,exports,imports,inflation,total_fer,gdpp,income_and_health,expec_by_mortality
68,0.44972949707153653,-0.148743237111597,-0.21935958587568508,-0.49556746733162327,1.583465384297514,1.5646465049198284,3.2982509941093863
69,-0.6772448350744354,-0.819912083908446,0.11368885135623379,-0.23054539689889206,-0.6355651247938602,-0.6868376287553215,-0.7399503706558891
70,-0.6150417063520929,-1.014633909830989,0.7133658095629936,-0.3100520180287115,-0.5392520866680693,-0.659952976655968,-0.6107219252234536
71,-0.6113826987801905,-1.1389244370155907,0.7702971663547744,-0.7870917448076278,-0.35209834212818025,-0.17028270776915397,-0.37689488415410155
72,-0.06253156299481441,-0.5299008538110421,0.8367170826118525,1.0680627482214908,-0.4631866758755413,-0.10948099445256575,-0.647629707617091
73,2.26459725273518,1.6410403543466678,-1.0439154034099798,-0.5949507437438978,1.955583940692615,1.923361684060921,1.6523565899427297
74,-0.22352789615852467,-0.5796170646848829,-0.5704362860916677,0.05435332881629388,0.9650919008762432,0.6632206981832811,1.4601960075259555
75,-0.5821106382049703,-0.8157690663356262,-0.7081152839331248,-0.9858582976321764,1.2496531498842616,1.4365520231658462,1.8226001445581064
76,-0.3589111763189174,0.11226686997606679,0.1924438949181975,-0.5154441226140783,-0.4533364787944945,-0.5529953176918657,-0.3414467166994396
77,-0.955329410539026,-1.3792194562391538,-0.9186664184680615,-1.0322371599579043,1.725746008801523,1.4025129301123402,2.5462538056808484
78,0.26312011090450865,0.9160122791031579,0.06150177429710115,0.47176308974784587,-0.5080597959114211,-0.3085499711084632,-0.4124384370046717
79,0.11310080045650606,-0.7039075918694846,1.1118853071054606,-0.23054539689889206,-0.21310111665118667,-0.24305392672850812,-0.46701410072026145
80,-0.7467659789405832,-0.5506159416751424,-0.540072895802718,0.9421772647659439,-0.656524155249643,-0.7263064894173814,-0.7553799995463307
81,-1.0175325392613686,1.3676011945405444,-0.5941576847549098,0.5910230214425748,-0.6279038603974904,-0.6758774821838409,-0.7608962625429484
82,0.9363775041345701,-0.6831925040053843,0.32433487148582335,-0.48894191557080513,1.3974061060999634,0.4810037988320198,0.07198776251143099
83,0.3838673607772915,1.4421755108513052,0.21047215790226143,0.10073219114202205,-0.6612850838388157,-0.6908510481365158,-0.5821621580372309
84,-0.20889186587091468,0.09983781725760643,0.1345636821798867,0.13385994994611333,-0.6470570213884147,-0.6872913535082659,-0.7820725686979141
85,0.4607065197872442,0.34013283648116993,-0.8154308914856321,-1.052113815240359,-0.09106811948044033,-0.009278576552686147,0.3549501705826357
86,-0.1942558355833047,0.5514267326949929,-0.7158010171000152,-0.886475021219902,-0.22459301324574127,-0.05896760350245478,0.13928517287813985
87,-0.06253156299481441,2.2417779024055764,-0.3446085708176032,0.2332432263583875,-0.6454153218749069,-0.6312904245590256,-0.827512615359195
88,-0.8053101000910232,1.893764426288691,-0.21935958587568508,1.3728381292191318,-0.691547078204476,-0.7491550034426179,-0.7990375918478159
89,0.8961284208436422,-0.19845944798543752,0.6089916554447283,-0.35643088035443937,-0.047289465786899035,-0.05728642022616607,-0.2807307768581727
90,0.8851513981279348,0.8414379627923969,-0.5125560733533572,-0.9593560905889031,-0.052761797498591695,0.1614361731245072,0.7039245308041422
91,4.899082704504985,3.9404151072617997,-0.3948979359836764,-0.8732239176982656,5.036506694375584,3.822164074329767,2.9659349918496742
92,-0.047895532707204445,0.46442336366577164,-0.5448171755353663,-0.979232745871358,-0.46099774319086423,-0.27812509754622206,0.05534291497783069
93,-0.5894286533487754,-0.16117228983005705,0.09566058837216969,1.094564955264764,-0.6868408729324204,-0.7687560425909152,-0.7596494686228389
94,-0.6699268199306304,-0.49675671322848175,0.40973190667349485,1.5649791302828622,-0.6843236003450417,-0.7587117838969804,-0.8115336608399975
95,1.6754970336588766,0.998872630559559,-0.04856551550034211,-0.5286952261357148,-0.21310111665118667,-0.20151117395535081,0.36272909889631055
96,1.335209329471943,0.766863646481636,-0.46511327602687297,-0.4756908120491686,-0.3209060513715321,-0.3713431401361146,-0.10583526514221284
97,-0.6699268199306304,-0.4884706780828415,-0.32373373999395016,2.3865475486243293,-0.670697494382927,-0.7423225188224577,-0.8317738902083612
98,4.094101038686434,4.437577216000206,-0.37497196110655306,-1.052113815240359,0.44522038826544047,0.7862067195571891,0.6785400256919032
99,0.350936292630169,0.5928569084231935,1.0549539503136793,1.3463359221758593,-0.6437736223613991,-0.7077342825057318,-0.7964677217657776
100,0.36923133048968154,0.634287084151394,-0.6311630666695676,-0.9129772282631752,-0.2716550659662981,-0.18352446021559785,-0.2397021392348103
101,-0.6443137669273129,1.4131743878415648,-0.37781852894614215,0.3392520545314801,-0.552932915947301,-0.4949133564708951,-0.6723452302118627
102,-0.06984957813861928,1.3095989485210633,0.31484631202052654,-1.1117437810877235,-0.6202425960011206,-0.5058248201289698,-0.3513715591838983
103,0.20457598975406874,0.4064211176462909,2.9811315217689365,-0.20404318985561892,-0.5644248125418555,-0.5305206884415876,-0.5526571015718107
104,-0.15034774472047452,0.6550021720154944,-0.5865668371826723,-0.7804661930468095,-0.34388984456064126,0.025098051367101436,0.6023865103551873
105,-0.32598010817179474,-0.16117228983005705,-0.6457754482461247,-0.24379650042052864,-0.5545746154608088,-0.5853986648549284,-0.5981169736670119
106,-0.3515931611751124,-0.028595727499815107,-0.013457845478743825,1.730617924303319,-0.6865125330297188,-0.7717258301297863,-0.8177924512098002
107,-1.5001922280710283,-1.9399395975621934,-0.07038920227052478,-0.35643088035443937,-0.6553749655901876,-0.7552020703931607,-0.7517124990911688
108,0.2448250730449961,0.5721418205590932,-0.40059107166285457,0.43200977918293615,-0.42542758706486195,-0.4304519862771966,-0.7504960318848823
109,-1.153647620936142,-0.4346114496361809,0.6943886906323998,-0.22391984513807392,-0.6770453991684905,-0.7349558203658552,-0.6964858530277668
110,1.1303049054454029,0.6922893301708748,-0.6579208043617046,-0.7672150895251729,2.0431412480796975,2.7118106764198426,1.4917554279285956
111,-0.39550125203794245,-0.7826249257530656,-0.38446052057185,-0.5154441226140783,1.1347341839387157,1.314805793320012,0.8431298814196444
112,-0.6918808653620455,0.0915517821119665,-0.49642552226235254,3.009349414141248,-0.6903978885450206,-0.7755071293798605,-0.8259657780541421
113,-0.5784516306330678,-1.2217847884719917,9.129718055281284,1.9161333736062311,-0.5819362740192721,-0.6332864240086734,-0.8276473320801945
114,-0.05155454027910674,-0.7619098378889654,-0.17381450044226024,-0.6612062613520805,4.095265639964446,3.0308719998279323,2.471564781023685
115,0.899787428415545,-0.23574660614081797,0.741831487958884,-0.03177884407434372,0.34671841745497256,0.011732968873362327,-0.02580071674847065
116,-1.0102145241175635,-1.1389244370155907,0.2958691930899329,0.5976485732033932,-0.6525293531001074,-0.7416513437229664,-0.7952983764895654
117,1.0571247540073527,1.2971698958026032,-0.4926300984762338,-0.21729429337725548,-0.26727720059694404,0.006923097028845206,-0.36505950173967544
118,0.5119326257938792,0.19098420385964782,-0.15958166124431503,-0.14441322400825446,-0.5326852886140381,-0.5250039406944147,-0.4811826488182412
119,-0.4869764413355051,-0.956631663811508,-0.19658704315897266,-0.2702987074638018,-0.43473055097473945,-0.4743445010040856,-0.37990438091492007
120,-0.2308459113023298,-0.4263254144905407,-0.3379665791918955,0.14048550170693178,-0.5928809374426574,-0.6715479484182634,-0.6022358836810129
121,-0.03691850999149677,-0.19845944798543752,-0.5808737015034943,-1.0189860564362678,-0.01992780722843573,0.2528561934459365,0.7990838807377135
122,-0.4101372823255526,-0.3931812739079803,-0.6773723512655632,-1.0322371599579043,0.5218330322291378,1.1393525734046304,1.8274517393221612
123,0.7753811709708596,-0.956631663811508,-0.07608233794970284,-0.5816996402222612,3.13760759041823,0.665830102341845,0.28345298458603474
124,-0.3113440778841848,-0.33517902788849957,-0.40343763950244355,-0.8997261247415386,-0.25906870302940505,-0.1580535599215558,-0.03849159061895088
125,-0.4357503353288701,-1.0684931382776495,0.6089916554447283,-0.9129772282631752,-0.12390210975059629,-0.041058782424151494,0.029399650344778292
126,-1.0650996376961013,-0.6997645742966645,-0.4907323865831744,1.0349349894173996,-0.6786323753648814,-0.7107604124030514,-0.7545730967428775
127,-0.4357503353288701,0.2572724850247688,-0.5751805658243162,0.9223006094834889,-0.5206461588483142,-0.57598663492976,-0.38712360833824827
128,0.3106872093392414,-0.5754740471120627,0.8936484394036334,0.00797446649056601,0.34671841745497256,0.46146572291839427,-0.254293897352309
129,-0.5930876609206779,-0.27303376429619874,-0.5628454385194303,1.399340336262405,-0.6547182857847844,-0.7226792878158751,-0.7622264894785995
130,-0.30036705516847734,0.041835571238125695,-0.18045649206796804,-1.025611608197086,-0.4133884572991381,0.05456744161556,0.41565110230280805
131,1.9279685561201492,2.53178913250298,-1.1378521421164183,-0.5154441226140783,-0.11842977803890363,-0.3525515355613817,-0.21262967301339886
132,-0.8894672742447809,-0.513328783519762,0.8936484394036334,1.4920980609138614,-0.6876069993720574,-0.6990310757997553,-0.843798035702641
133,5.813834597480612,5.266180730564218,-0.7427485259814584,-1.1912504022175432,1.8406649747470691,1.0505289751315234,3.0323252359893753
134,1.2876422310372104,1.2805978255113228,-0.6923642752207321,-1.005734952914631,0.19896546123927072,0.6350495189589836,0.5426910807505821
135,0.8485613224089097,0.6632882071611342,-0.8320358705499014,-0.9129772282631752,0.5710840176343717,0.9502486645701941,2.409323927142715
136,0.2997101866235337,1.421460422987205,-0.09221288904070754,0.8560450918753063,-0.6388485238208758,-0.7039837508569301,-0.597891288447649
137,-0.457704380760285,-0.8074830311899861,-0.13586026258107295,-0.2371709486597105,-0.3110558542904853,-0.10641072538042459,-0.755177259394653
138,0.30336919419543623,-0.028595727499815107,-0.43854530952404186,-1.1382459881309968,0.4999437053823671,0.5647124456699318,1.7046360156415883
139,-0.5711336154892628,-0.8323411366269063,-0.7232020934829468,-1.0454882634795408,0.9705642325879359,1.2097805214653736,1.9723276162100114
140,-0.7870150622315106,-0.8323411366269063,1.425007769460256,-0.49556746733162327,-0.5556690818031472,-0.6394146291482262,-0.007399513549798735
141,-0.5199075094826278,0.42299318793757107,-0.3170917483682424,-0.5816996402222612,-0.36851533726325825,-0.5149421561516536,-0.43016195846147764
142,-0.7833560546596082,-1.2300708236176319,1.1213738665707575,1.2800804045676761,-0.6284510935686597,-0.6645220303555032,-0.7746649742732701
143,0.416798428924414,-0.35175109817977973,-0.05520750712604984,-0.28354981098543836,-0.2552380708312202,-0.1566385099052201,-0.5021189913685203
144,0.1862809518945562,-0.25646169400491825,-0.6443521643263301,-0.6413296060696256,2.1416432188901653,1.8788590101526768,2.717761936375077
145,0.8375842996932022,0.2655585201704087,-0.7083050551224308,-0.9461049870672665,3.372917854021014,3.340144812113847,1.536015590688396
146,-0.9589884181109286,0.48513845152987195,0.44768614453468225,0.3723798133355714,-0.6690557948694192,-0.7208682834371702,-0.7130764051852047
147,-0.8199461303786333,-0.7370517324520449,0.1393079619125352,1.6444857514126816,-0.6710258342856286,-0.7212376244735441,-0.7799297436395262
148,0.929059488990765,0.576284838131913,-0.351250562443311,-0.9262283317848117,-0.4314471519477239,-0.4627696515126647,-0.20682485860222818
149,-1.4236823797425469,-0.7909109608987057,1.7760844696762388,2.1745298922781444,-0.5124376612807753,-0.6932540367422381,-0.7386315407425273
150,-0.03325950241959421,0.43127922308321104,-0.6264187869369191,1.2734548528068579,-0.6827366241486509,-0.742686667014735,-0.803126658980569
151,-1.0504636074084912,0.5555697502678127,-0.3892048003044983,0.637401883768303,-0.5151738271366216,-0.638881064417296,-0.3560300566676384
152,0.34361827748636387,0.34841887162680985,-0.3759208170530828,-0.535320777896533,-0.48288707003763487,-0.38355281481835035,-0.3026126188540857
153,-0.7577430016562907,-0.886200365073567,-0.07323577011011385,-0.5286952261357148,-0.12390210975059629,-0.015276311484310733,-0.3458060309858972
154,1.2876422310372104,-0.0990270262377562,-0.519198064979065,-0.0781577064000716,-0.4664700749025569,-0.6414683989884492,-0.7440252776749531
155,-0.8784902515290733,-0.7577668203161453,0.2674035146940424,2.1215254781915984,-0.6768812292171398,-0.7127051325172449,-0.7963310602243638
156,0.2192120200416787,0.17441213356836766,0.5330831797223538,-0.9991094011538129,-0.5469133510644391,-0.4109035246753778,-0.09048864693587165
157,1.338868337043846,0.6922893301708748,0.44768614453468225,-0.7142106754386266,1.2058744961907204,0.5656471576073279,0.2916874334715791
158,-0.47234041104789515,-0.6666204337141041,-0.5894134050222615,-0.6810829166345354,1.4192954329467342,1.4623994046568949,1.1609958269966996
159,-1.0504636074084912,-1.2880730696371125,-0.6226233631508004,-0.6744573648737171,1.9391669455575369,4.937009282383289,0.5420414697511721
160,-0.5418615549140428,-0.8903433826463872,-0.27249551888134727,-0.5750740884614427,-0.05823412921028436,0.12405418668378641,0.06758030395568576
161,-0.34427514603130743,-0.7619098378889654,0.8272285231465556,-0.40280974268016756,-0.6339234252803523,-0.6428678704724949,-0.6377802378152728
162,0.20091698218216617,0.24070041473348863,-0.48978353063664476,0.36575426157475327,-0.5469133510644391,-0.7022409025569938,-0.6029628778088792
163,-0.4613633883321876,-1.2134987533263515,3.616865005943824,-0.31667756978952966,0.029323178176798224,-0.27689828812838974,-0.303964789585707
164,1.1303049054454029,1.3800302472590045,0.40973190667349485,-0.6612062613520805,-0.6377540574785372,-0.6034204302923337,-0.47286391682232043
165,-0.40647827475365,-0.5174718010925821,1.5009162451826308,1.1409438175904922,-0.6377540574785372,-0.6521370971850057,-0.7302462493504678
166,-0.15034774472047452,-0.6624774161412841,0.5900145365141347,1.624609096130227,-0.6295455599109983,-0.6773691266506021,-0.8063536583858826
